//name	direction	type	clock	bits	default	interface	indexed	buffer	
RXOSINTOVRDEN	in	0		1					
RXOSINTSTARTED	out	0		1			y		
RXOSINTSTROBE	in	0		1					
RXOSINTSTROBEDONE	out	0		1			y		
RXOSINTSTROBESTARTED	out	0		1			y		
RXOSINTTESTOVRDEN	in	0		1					
RXOSOVRDEN	in	0		1					
EYESCANDATAERROR	out	s		1			y		
EYESCANMODE	in	0		1					
EYESCANTRIGGER	in	s	RXUSRCLK2	1					
RXOUTCLK	out	c		1		mgt_rx	y	BUFH	
RXOUTCLKFABRIC	out	0		1			y		
RXOUTCLKPCS	out	0		1			y		
RXOUTCLKSEL	in	s		3					
RXRATEDONE	out	s	RXUSRCLK2	1			y		
RXDATAVALID	out	d	RXUSRCLK2	2		mgt_rx	y		
RXGEARBOXSLIP	in	d	RXUSRCLK2	1		mgt_rx	y		
RXHEADER	out	d	RXUSRCLK2	6		mgt_rx	y		
RXHEADERVALID	out	d	RXUSRCLK2	2		mgt_rx	y		
RXSTARTOFSEQ	out	s	RXUSRCLK2	2			y		
RXDATA	out	d	RXUSRCLK2	64		mgt_rx	y		
RXUSRCLK	in	c		1			y		
RXUSRCLK2	in	c		1			y		
SIGVALIDCLK	in	0		1					
RXCOMINITDET	out	d	RXUSRCLK2	1		mgt_rx	y		
RXCOMSASDET	out	d	RXUSRCLK2	1		mgt_rx	y		
RXCOMWAKEDET	out	d	RXUSRCLK2	1		mgt_rx	y		
RXELECIDLE	out	s		1			y		
RXELECIDLEMODE	in	s		2					
RXVALID	out	d	RXUSRCLK2	1		mgt_rx	y		
RXPOLARITY	in	s		1					
RXPRBSCNTRESET	in	s		1					
RXPRBSERR	out	p		1			y		
RXPRBSSEL	in	s		3					
EYESCANRESET	in	s		1					
GTRXRESET	in	s		1					
RSOSINTDONE	out	0		1			y		
RXBUFRESET	in	s		1					
RXCDRFREQRESET	in	0		1					
RXCDRRESET	in	0		1					
RXDFELPMRESET	in	s		1					
RXOOBRESET	in	0		1					
RXOSCALRESET	in	0		1					
RXPCSRESET	in	s		1					
RXPMARESET	in	s		1					
RXPMARESETDONE	out	s		1			y		
RXRESETDONE	out	s	RXUSRCLK2	1			y		
RXUSERRDY	in	s		1					
TX8B10BBYPASS	in	s	TXUSRCLK2	8					
TX8B10BEN	in	s	TXUSRCLK2	1					
TXCHARISK	in	d	TXUSRCLK2	8		mgt_tx	y		
TXBUFSTATUS	out	s	TXUSRCLK2	2			y		
TXDLYBYPASS	in	s		1					
TXDLYEN	in	s		1					
TXDLYHOLD	in	s	TXPHDLYTSTCLK	1					
TXDLYOVRDEN	in	s		1					
TXDLYSRESET	in	s		1					
TXDLYSRESETDONE	out	s		1			y		
TXDLYUPDOWN	in	s	TXPHDLYTSTCLK	1					
TXPHALIGN	in	s		1					
TXPHALIGNDONE	out	s		1			y		
TXPHALIGNEN	in	s		1					
TXPHDLYRESET	in	s		1					
TXPHDLYTSTCLK	in	c		1		mgt_tx			
TXPHINIT	in	s		1					
TXPHINITDONE	out	s		1			y		
TXPHOVRDEN	in	0		1					
TXSYNCALLIN	in	0		1					
TXSYNCDONE	out	0		1			y		
TXSYNCIN	in	0		1					
TXSYNCMODE	in	0		1					
TXSYNCOUT	out	0		1			y		
GTHTXN	out	d		1		mgt_tx	y		
GTHTXP	out	d		1		mgt_tx	y		
TXBUFDIFFCTRL	in	s	TXUSRCLK2	3					
TXDEEMPH	in	s	TXUSRCLK2	1					
TXDIFFCTRL	in	s		4					
TXELECIDLE	in	s	TXUSRCLK2	1					
TXINHIBIT	in	s	TXUSRCLK2	1					
TXMAINCURSOR	in	s		7					
TXMARGIN	in	s		3					
TXPISOPD	in	0		1					
TXPOSTCURSOR	in	s		5					
TXPOSTCURSORINV	in	s		1					
TXPRECURSOR	in	s		5					
TXPRECURSORINV	in	s		1					
TXQPIBIASEN	in	s		1					
TXQPISENN	out	s		1			y		
TXQPISENP	out	s		1			y		
TXQPISTRONGPDOWN	in	s		1					
TXQPIWEAKPUP	in	s		1					
TXSWING	in	s		1					
TXOUTCLK	out	c		1		mgt_tx	y		
TXOUTCLKFABRIC	out	0		1			y		
TXOUTCLKPCS	out	0		1			y		
TXOUTCLKSEL	in	s		3					
TXRATE	in	s	TXUSRCLK2	3					
TXRATEDONE	out	p	TXUSRCLK2	1			y		
TXGEARBOXREADY	out	d	TXUSRCLK2	1		mgt_tx	y		
TXHEADER	in	d	TXUSRCLK2	3		mgt_tx	y		
TXSEQUENCE	in	d	TXUSRCLK2	7		mgt_tx	y		
TXSTARTSEQ	in	d	TXUSRCLK2	1		mgt_tx	y		
TXCHARDISPMODE	in	d	TXUSRCLK2	8		mgt_tx	y		
TXCHARDISPVAL	in	d	TXUSRCLK2	8		mgt_tx	y		
TXDATA	in	d	TXUSRCLK2	64		mgt_tx	y		
TXRATEMODE	in	0		1					
TXUSRCLK	in	c		1			y		
TXUSRCLK2	in	c		1			y		
TXCOMFINISH	out	0	TXUSRCLK2	1			y		
TXCOMINIT	in	0	TXUSRCLK2	1					
TXCOMSAS	in	0	TXUSRCLK2	1					
TXCOMWAKE	in	0	TXUSRCLK2	1					
TXPIPPMEN	in	s	TXUSRCLK2	1					
TXPIPPMOVRDEN	in	s		1					
TXPIPPMPD	in	s		1					
TXPIPPMSEL	in	0		1	1'b1				
TXPIPPMSTEPSIZE	in	s		5					
TXPOLARITY	in	s	TXUSRCLK2	1					
TXPRBSFORCEERR	in	s	TXUSRCLK2	1					
TXPRBSSEL	in	s	TXUSRCLK2	3					
CFGRESET	in	s		1					
GTTXRESET	in	s		1					
PCSRSVDOUT	out	0		1			y		
TXPCSRESET	in	s		1					
TXPMARESET	in	s		1					
TXPMARESETDONE	out	s		1			y		
TXRESETDONE	out	s	TXUSRCLK2	1			y		
TXUSERRDY	in	s		1					
PHYSTATUS	out	s		1			y		
RXSTATUS	out	0		3			y		
TXDETECTRX	in	s	TXUSRCLK2	1					
CLKRSVD0	in	0		1					
CLKRSVD1	in	0		1					
RXRATEMODE	in	0		1					
