//Address	bits	rw	Name	att_bits	att_enc	bin_enc	
00A7	5:0	R/W	RXCDR_LOCK_CFG	5:0	0-63	0-63	
00A8	15:0	R/W	RXCDR_CFG	15:0	0-65535	0-65535	
00A9	15:0	R/W	RXCDR_CFG	31:16	0-65535	0-65535	
00AA	15:0	R/W	RXCDR_CFG	47:32	0-65535	0-65535	
00AB	15:0	R/W	RXCDR_CFG	63:48	0-65535	0-65535	
00AC	15:0	R/W	RXCDR_CFG	79:64	0-65535	0-65535	
00AD	2:0	R/W	RXCDR_CFG	82:80	0-7	0-7	
0150	6:0	R/W	COMMA_ALIGN_LATENCY	6:0	0-127	0-127	
015E	15:0	R	RX_PRBS_ERR_CNT	15:0	0-65535	0-65535	
// secret attributes in register 059, added manually, as read out from example design							
0059	5:0	R/W	REG59_5_0	5:0	X-x	X-x	
0059	15:8	R/W	REG59_15_8	7:0	X-x	X-x	
// attributes not in the DRP map marked with N in rw field, added manually							
1'b1	0:0	N	RX_CLKMUX_PD	0:0	X-x	X-x	
1'b1	0:0	N	TX_CLKMUX_PD	0:0	X-x	X-x	
