//name	direction	type	clock	bits	default	interface	indexed	buffer	
TXDLYSRESETDONE	out	s		1			y		
TXSYNCMODE	in	s		1					
TXSYNCALLIN	in	s		1					
TXSYNCIN	in	s		1					
TXSYNCOUT	out	s		1			y		
TXSYNCDONE	out	s		1			y		
TXPRBSSEL	in	s	TXUSRCLK2	4					
TXPRBSFORCEERR	in	s	TXUSRCLK2	1					
TXPOLARITY	in	s	TXUSRCLK2	1					
TXPROGDIVRESET	in	s		1					
TXPRGDIVRESETDONE	out	s		1					
TXOUTCLKSEL	in	s		3					
TXRATE	in	s		3					
TXOUTCLKFABRIC	out	0		1					
TXOUTCLK	out	c		1			y		
TXOUTCLKPCS	out	0		1					
TXRATEDONE	out	s		1			y		
TXDLYBYPASS	in	s		1					
TXRATEMODE	in	s		1					
TXPIPPMEN	in	s		1					
TXPIPPMOVRDEN	in	s		1					
TXPIPPMSEL	in	s		1					
TXPIPPMPD	in	s		1					
TXPIPPMSTEPSIZE	in	s		5					
TXDEEMPH	in	s		2					
TXDIFFCTRL	in	s		5					
TXELECIDLE	in	s	TXUSRCLK2	1					
TXINHIBIT	in	s	TXUSRCLK2	1					
TXMAINCURSOR	in	s		7					
TXMARGIN	in	s		3					
TXPOSTCURSOR	in	s		5					
TXPRECURSOR	in	s		5					
MGTYTXP	out	d		1		mgt_tx			
MGTYTXN	out	d		1		mgt_tx			
TXSWING	in	s		1					
TXPISOPD	in	0		1	wiz				
TXDETECTRX	in	0		1					
PHYSTATUS	out	0		1					
RXSTATUS	out	0		3					
TXCOMFINISH	out	0		1					
TXCOMINIT	in	0		1					
TXCOMSAS	in	0		1					
TXCOMWAKE	in	0		1					
GTYRXP	in	d		1		mgt_rx			
GTYRXN	in	d		1		mgt_rx			
RXTERMINATION	in	0		1	wiz				
RXOOBRESET	in	0		1					
RXELECIDLEMODE	in	s		2					
RXELECIDLE	out	0		1					
RXCOMINITDET	out	0	TXUSRCLK2	1					
RXCOMSASDET	out	0	TXUSRCLK2	1					
RXCOMWAKEDET	out	0	TXUSRCLK2	1					
TXSYSCLKSEL	in	s		1					
RXCDRHOLD	in	s		1					
RXCDROVRDEN	in	s		1					
RXLPMEN	in	s		1					
RXDFELPMRESET	in	s		1					
RXOSHOLD	in	0		1	wiz				
RXOSOVRDEN	in	0		1	wiz				
RXLPMLFHOLD	in	0		1	wiz				
RXLPMLFKLOVRDEN	in	0		1	wiz				
RXLPMHFHOLD	in	0		1	wiz				
RXLPMHFOVRDEN	in	0		1	wiz				
RXDFEAGCHOLD	in	0		1	wiz				
RXDFEAGCOVRDEN	in	0		1	wiz				
RXDFELFHOLD	in	0		1	wiz				
RXDFELFOVRDEN	in	0		1	wiz				
RXDFEUTHOLD	in	0		1	wiz				
RXDFEUTOVRDEN	in	0		1	wiz				
RXDFEVPHOLD	in	0		1	wiz				
RXDFEVPOVRDEN	in	0		1	wiz				
RXDFETAP2HOLD	in	0		1	wiz				
RXDFETAP2OVRDEN	in	0		1	wiz				
RXDFETAP3HOLD	in	0		1	wiz				
RXDFETAP3OVRDEN	in	0		1	wiz				
RXDFETAP4HOLD	in	0		1	wiz				
RXDFETAP4OVRDEN	in	0		1	wiz				
RXDFETAP5HOLD	in	0		1	wiz				
RXDFETAP5OVRDEN	in	0		1	wiz				
RXDFETAP6HOLD	in	0		1	wiz				
RXDFETAP6OVRDEN	in	0		1	wiz				
RXDFETAP7HOLD	in	0		1	wiz				
RXDFETAP7OVRDEN	in	0		1	wiz				
RXDFETAP8HOLD	in	0		1	wiz				
RXDFETAP8OVRDEN	in	0		1	wiz				
RXDFETAP9HOLD	in	0		1	wiz				
RXDFETAP9OVRDEN	in	0		1	wiz				
RXDFETAP10HOLD	in	0		1	wiz				
RXDFETAP10OVRDEN	in	0		1	wiz				
RXDFETAP11HOLD	in	0		1	wiz				
RXDFETAP11OVRDEN	in	0		1	wiz				
RXDFETAP12HOLD	in	0		1	wiz				
RXDFETAP12OVRDEN	in	0		1	wiz				
RXDFETAP13HOLD	in	0		1	wiz				
RXDFETAP13OVRDEN	in	0		1	wiz				
RXDFETAP14HOLD	in	0		1	wiz				
RXDFETAP14OVRDEN	in	0		1	wiz				
RXDFETAP15HOLD	in	0		1	wiz				
RXDFETAP15OVRDEN	in	0		1	wiz				
RXMONITORSEL	in	0		2	wiz				
RXMONITOROUT	out	0		8					
RXAFECFOKEN	in	0		1	wiz				
RXOSINTSTROBESTARTED	in	0		1	wiz				
RXDFEXYDEN	in	0		1	wiz				
RXOSINTDONE	out	0		1					
RXOSINTSTARTED	out	0		1					
RXOSINTSTROBEDONE	out	0		1					
RXLPMOSHOLD	in	0		1	wiz				
RXLPMOSOVRDEN	in	0		1	wiz				
RXLPMGCHOLD	in	0		1	wiz				
RXLPMGCOVRDEN	in	0		1	wiz				
FREQOS	in	0		1	wiz				
RXDFECFOKFCNUM	in	0		4	wiz				
RXDFECFOKFEN	in	0		1	wiz				
RXDFECFOKFPULSE	in	0		1	wiz				
RXDFECFOKHOLD	in	0		1	wiz				
RXDFECFOKOVREN	in	0		1	wiz				
RXDFEKHHOLD	in	0		1	wiz				
RXDFEKHOVRDEN	in	0		1	wiz				
RXCDRFREQRESET	in	s		1					
RXCDRHOLD	in	s		1					
RXCDROVRDEN	in	0		1	wiz				
RXCDRRESET	in	0		1	wiz				
RXRATE	in	s		3					
RXCDRLOCK	out	0		1					
RXCDRPHDONE	out	0		1					
INCPCTRL	in	0		1	wiz				
CDRSTEPSX	in	0		1	wiz				
CDRSTEPSQ	in	0		1	wiz				
CDRSTEPDIR	in	0		1	wiz				
RXPROGDIVRESET	in	s		1					
RXPRGDIVRESETDONE	out	s		1			y		
RXOUTCLKSEL	in	s		3					
RXRATE	in	s	RXUSRCLK2	3					
RXOUTCLKFABRIC	out	0		1			y		
RXOUTCLK	out	c		1		mgt_rx	y		
RXOUTCLKPCS	out	0		1			y		
RXRATEDONE	out	0	RXUSRCLK2	1			y		
RXDLYBYPASS	in	s		1					
RXRATEMODE	in	s		1					
EYESCANDATAERROR	out	s		1			y		
EYESCANTRIGGER	in	s		1					
RXPOLARITY	in	s		1					
RXPRBSCNTRESET	in	s	RXUSRCLK2	1					
RXPRBSSEL	in	s	RXUSRCLK2	4					
RXPRBSERR	out	s	RXUSRCLK2	1			y		
RXPRBSLOCKED	out	s	RXUSRCLK2	1			y		
RXBYTEISALIGNED	out	s	RXUSRCLK2	1			y		
RXBYTEREALIGN	out	0	RXUSRCLK2	1			y		
RXCOMMADET	out	0	RXUSRCLK2	1			y		
RXCOMMADETEN	in	s	RXUSRCLK2	1					
RXPCOMMAALIGNEN	in	s	RXUSRCLK2	1					
RXMCOMMAALIGNEN	in	s	RXUSRCLK2	1					
RXSLIDE	in	d	RXUSRCLK2	1		mgt_rx			
RX8B10BEN	in	s	RXUSRCLK2	1					
RXCTRL0	out	d	RXUSRCLK2	16		mgt_rx	y		
RXCTRL1	out	d	RXUSRCLK2	16		mgt_rx	y		
RXCTRL2	out	d	RXUSRCLK2	8		mgt_rx	y		
RXCTRL3	out	d	RXUSRCLK2	8		mgt_rx	y		
RXPHDLYRESET	in	s		1					
RXPHALIGN	in	s		1					
RXPHALIGNEN	in	s		1					
RXPHDLYPD	in	s		1					
RXDLYSRESET	in	s		1					
RXDLYBYPASS	in	s		1					
RXDLYEN	in	s		1					
RXDLYOVRDEN	in	s		1					
RXPHALIGNDONE	out	d		1			y		
RXDLYSRESETDONE	out	s		1			y		
RXSYNCMODE	in	s		1					
RXSYNCALLIN	in	d		1					
RXSYNCIN	in	s		1					
RXSYNCOUT	out	s		1			y		
RXSYNCDONE	out	s		1			y		
RXSLIPOUTCLK	in	s		1					
RXSLIPPMA	in	s		1					
RXPHALIGNERR	out	s		1			y		
RXBUFRESET	in	s		1					
RXBUFSTATUS	out	s	RXUSRCLK2	3			y		
RXCLKCORCNT	out	0	RXUSRCLK2	1					
RXCHANBONDSEQ	out	0	RXUSRCLK2	1					
RXCHANISALIGNED	out	0	RXUSRCLK2	1					
RXCHANREALIGN	out	0	RXUSRCLK2	1					
RXCHBONDI	in	0	RXUSRCLK	5					
RXCHBONDO	out	0	RXUSRCLK	5					
RXCHBONDLEVEL	in	0	RXUSRCLK2	3					
RXCHBONDMASTER	in	0	RXUSRCLK2	1					
RXCHBONDSLAVE	in	0	RXUSRCLK2	1					
RXCHBONDEN	in	0	RXUSRCLK2	1					
RXDATAVALID	out	d	RXUSRCLK2	2		mgt_rx	y		
RXGEARBOXSLIP	in	d	RXUSRCLK2	1		mgt_rx	y		
RXHEADER	out	d	RXUSRCLK2	6		mgt_rx	y		
RXHEADERVALID	out	d	RXUSRCLK2	2		mgt_rx	y		
RXSTARTOFSEQ	out	d	RXUSRCLK2	2		mgt_rx	y		
RXLATCLK	in	c		1		mgt_rx			
RXDATA	out	d	RXUSRCLK2	128		mgt_rx	y		
RXUSRCLK	in	c		1		mgt_rx	y		
RXUSRCLK2	in	c		1		mgt_rx	y		
RXDATAEXTENDRSVD	out	0	RXUSRCLK2	1					
